symbol,name,exchange,has_history,can_predict,prediction_mode,ui_greyed,ui_badge,last_updated
LAXMICOT.NS,Laxmi Cotspin Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LAXMIDENTL.NS,Laxmi Dental Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LAXMIINDIA.NS,Laxmi India Finance Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LCCINFOTEC.NS,LCC Infotech Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LEMERITE.NS,Le Merite Exports Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LEMONTREE.NS,Lemon Tree Hotels Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LENSKART.NS,Lenskart Solutions Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LEXUS.NS,Lexus Granito (India) Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LFIC.NS,Lakshmi Finance & Industrial Corporation Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LGBBROSLTD.NS,LG Balakrishnan & Bros Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LGEINDIA.NS,LG Electronics India Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LGHL.NS,Laxmi Goldorna House Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LIBAS.NS,Libas Consumer Products Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LIBERTSHOE.NS,Liberty Shoes Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LICHSGFIN.NS,LIC Housing Finance Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LICI.NS,Life Insurance Corporation Of India,NSE,True,True,full,False,FULL,2026-01-27 19:47
LIKHITHA.NS,Likhitha Infrastructure Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LINC.NS,Linc Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LINCOLN.NS,Lincoln Pharmaceuticals Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LINDEINDIA.NS,Linde India Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LLOYDSENGG.NS,LLOYDS ENGINEERING WORKS LIMITED,NSE,True,True,full,False,FULL,2026-01-27 19:47
LLOYDSENT.NS,Lloyds Enterprises Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LLOYDSME.NS,Lloyds Metals And Energy Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LMW.NS,LMW Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LODHA.NS,Lodha Developers Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LOKESHMACH.NS,Lokesh Machines Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LORDSCHLO.NS,Lords Chloro Alkali Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LOTUSDEV.NS,Sri Lotus Developers and Realty Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LOVABLE.NS,Lovable Lingerie Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LOYALTEX.NS,Loyal Textile Mills Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LPDC.NS,Landmark Property Development Company Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LT.NS,Larsen & Toubro Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LTF.NS,L&T Finance Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LTFOODS.NS,LT Foods Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LTIM.NS,LTIMindtree Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LTTS.NS,L&T Technology Services Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LUMAXIND.NS,Lumax Industries Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LUMAXTECH.NS,Lumax Auto Technologies Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LUPIN.NS,Lupin Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LUXIND.NS,Lux Industries Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LXCHEM.NS,Laxmi Organic Industries Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LYKALABS.NS,Lyka Labs Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
M&M.NS,Mahindra & Mahindra Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAANALU.NS,Maan Aluminium Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MACPOWER.NS,Macpower CNC Machines Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MADHAV.NS,Madhav Marbles and Granites Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MADHUCON.NS,Madhucon Projects Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MADRASFERT.NS,Madras Fertilizers Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAGADSUGAR.NS,Magadh Sugar & Energy Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAGNUM.NS,Magnum Ventures Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAHABANK.NS,Bank of Maharashtra,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAHASTEEL.NS,Mahamaya Steel Industries Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAHEPC.NS,Mahindra EPC Irrigation Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAHESHWARI.NS,Maheshwari Logistics Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAHLIFE.NS,Mahindra Lifespace Developers Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAHLOG.NS,Mahindra Logistics Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAHSCOOTER.NS,Maharashtra Scooters Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAHSEAMLES.NS,Maharashtra Seamless Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAITHANALL.NS,Maithan Alloys Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MALLCOM.NS,Mallcom (India) Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MALUPAPER.NS,Malu Paper Mills Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAMATA.NS,Mamata Machinery Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANAKALUCO.NS,Manaksia Aluminium Company Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANAKSIA.NS,Manaksia Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANAKSTEEL.NS,Manaksia Steels Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANALIPETC.NS,Manali Petrochemicals Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANAPPURAM.NS,Manappuram Finance Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANBA.NS,Manba Finance Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANCREDIT.NS,Mangal Credit and Fincorp Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANGALAM.NS,Mangalam Drugs And Organics Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANGLMCEM.NS,Mangalam Cement Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANINDS.NS,Man Industries (India) Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANINFRA.NS,Man Infraconstruction Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANKIND.NS,Mankind Pharma Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANOMAY.NS,Manomay Tex India Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANORAMA.NS,Manorama Industries Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANORG.NS,Mangalam Organics Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANUGRAPH.NS,Manugraph India Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MANYAVAR.NS,Vedant Fashions Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAPMYINDIA.NS,C.E. Info Systems Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MARALOVER.NS,Maral Overseas Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MARATHON.NS,Marathon Nextgen Realty Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MARICO.NS,Marico Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MARINE.NS,Marine Electricals (India) Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MARKOLINES.NS,Markolines Pavement Technologies Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MARKSANS.NS,Marksans Pharma Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MARUTI.NS,Maruti Suzuki India Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MASFIN.NS,MAS Financial Services Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MASKINVEST.NS,Mask Investments Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MASTEK.NS,Mastek Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MASTERTR.NS,Master Trust Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MATRIMONY.NS,Matrimony.Com Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAWANASUG.NS,Mawana Sugars Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAXESTATES.NS,Max Estates Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAXHEALTH.NS,Max Healthcare Institute Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAXIND.NS,Max India Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAYURUNIQ.NS,Mayur Uniquoters Ltd,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAZDA.NS,Mazda Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MBAPL.NS,Madhya Bharat Agro Products Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MBEL.NS,M & B Engineering Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MBLINFRA.NS,MBL Infrastructure Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MCL.NS,Madhav Copper Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MCLEODRUSS.NS,Mcleod Russel India Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MCLOUD.NS,Magellanic Cloud Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MCX.NS,Multi Commodity Exchange of India Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MEDANTA.NS,Global Health Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MEDIASSIST.NS,Medi Assist Healthcare Services Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MEDICAMEQ.NS,Medicamen Biotech Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MEDICO.NS,Medico Remedies Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MEDPLUS.NS,Medplus Health Services Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MEESHO.NS,Meesho Limited,NSE,True,False,analysis,False,ANALYSIS,2026-01-27 19:47
MEGASOFT.NS,Megasoft Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MEGASTAR.NS,Megastar Foods Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MEIL.NS,Mangal Electrical Industries Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MENONBE.NS,Menon Bearings Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MEP.NS,MEP Infrastructure Developers Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
METROBRAND.NS,Metro Brands Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
METROPOLIS.NS,Metropolis Healthcare Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MFML.NS,Mahalaxmi Fabric Mills Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MFSL.NS,Max Financial Services Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MGEL.NS,Mangalam Global Enterprise Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MGL.NS,Mahanagar Gas Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MHLXMIRU.NS,Mahalaxmi Rubtech Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MHRIL.NS,Mahindra Holidays & Resorts India Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MICEL.NS,MIC Electronics Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MIDHANI.NS,Mishra Dhatu Nigam Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MIDWESTLTD.NS,Midwest Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MINDACORP.NS,Minda Corporation Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MINDTECK.NS,Mindteck (India) Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MIRCELECTR.NS,MIRC Electronics Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MIRZAINT.NS,Mirza International Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MITCON.NS,MITCON Consultancy & Engineering Services Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MITTAL.NS,Mittal Life Style Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MKPL.NS,M K Proteins Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MMFL.NS,MM Forgings Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MMP.NS,MMP Industries Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MMTC.NS,MMTC Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MOBIKWIK.NS,One Mobikwik Systems Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MODINATUR.NS,Modi Naturals Limited,NSE,True,False,analysis,False,ANALYSIS,2026-01-27 19:47
MODIRUBBER.NS,Modi Rubber Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MODIS.NS,Modis Navnirman Limited,NSE,True,False,analysis,False,ANALYSIS,2026-01-27 19:47
MODISONLTD.NS,MODISON LIMITED,NSE,True,True,full,False,FULL,2026-01-27 19:47
MODTHREAD.NS,Modern Threads (India) Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MOHITIND.NS,Mohit Industries Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MOIL.NS,MOIL Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MOKSH.NS,Moksh Ornaments Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MOL.NS,Meghmani Organics Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MOLDTECH.NS,Mold-Tek Technologies Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MOLDTKPAC.NS,Mold-Tek Packaging Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MONARCH.NS,Monarch Networth Capital Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MONEYBOXX.NS,Moneyboxx Finance Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MONTECARLO.NS,Monte Carlo Fashions Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MOREPENLAB.NS,Morepen Laboratories Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MOSCHIP.NS,Moschip Technologies Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MOTHERSON.NS,Samvardhana Motherson International Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MOTISONS.NS,Motisons Jewellers Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MOTOGENFIN.NS,The Motor & General Finance Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MPHASIS.NS,MphasiS Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MPSLTD.NS,MPS Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MRF.NS,MRF Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MSPL.NS,MSP Steel & Power Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MSTCLTD.NS,Mstc Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MSUMI.NS,Motherson Sumi Wiring India Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MTARTECH.NS,Mtar Technologies Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MTEDUCARE.NS,MT Educare Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MTNL.NS,Mahanagar Telephone Nigam Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MUFIN.NS,Mufin Green Finance Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MUFTI.NS,Credo Brands Marketing Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MUKANDLTD.NS,Mukand Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MUKKA.NS,Mukka Proteins Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MUKTAARTS.NS,Mukta Arts Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MUNJALAU.NS,Munjal Auto Industries Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MUNJALSHOW.NS,Munjal Showa Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MURUDCERA.NS,Murudeshwar Ceramics Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MUTHOOTCAP.NS,Muthoot Capital Services Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MUTHOOTFIN.NS,Muthoot Finance Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MUTHOOTMF.NS,Muthoot Microfin Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
MWL.NS,Mangalam Worldwide Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NACLIND.NS,NACL Industries Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NAGREEKEXP.NS,Nagreeka Exports Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NAHARCAP.NS,Nahar Capital and Financial Services Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NAHARINDUS.NS,Nahar Industrial Enterprises Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NAHARPOLY.NS,Nahar Poly Films Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NAHARSPING.NS,Nahar Spinning Mills Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NAM-INDIA.NS,Nippon Life India Asset Management Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NARMADA.NS,Narmada Agrobase Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NATCAPSUQ.NS,Natural Capsules Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NATCOPHARM.NS,Natco Pharma Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NATIONALUM.NS,National Aluminium Company Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NAUKRI.NS,Info Edge (India) Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NAVA.NS,NAVA LIMITED,NSE,True,True,full,False,FULL,2026-01-27 19:47
NAVINFLUOR.NS,Navin Fluorine International Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NAVKARCORP.NS,Navkar Corporation Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NAVKARURB.NS,Navkar Urbanstructure Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NAVNETEDUL.NS,Navneet Education Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NAZARA.NS,Nazara Technologies Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NBCC.NS,NBCC (India) Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NBIFIN.NS,N. B. I. Industrial Finance Company Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NCC.NS,NCC Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NCLIND.NS,NCL Industries Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NDGL.NS,Naga Dhunseri Group Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NDL.NS,Nandan Denim Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NDLVENTURE.NS,NDL Ventures Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NDRAUTO.NS,Ndr Auto Components Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NDTV.NS,New Delhi Television Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NECCLTD.NS,North Eastern Carrying Corporation Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NECLIFE.NS,Nectar Lifesciences Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NELCAST.NS,Nelcast Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NELCO.NS,NELCO Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NEOGEN.NS,Neogen Chemicals Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NEPHROPLUS.NS,Nephrocare Health Services Limited,NSE,True,False,analysis,False,ANALYSIS,2026-01-27 19:47
NESCO.NS,Nesco Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NESTLEIND.NS,Nestle India Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NETWEB.NS,Netweb Technologies India Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NETWORK18.NS,Network18 Media & Investments Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NEULANDLAB.NS,Neuland Laboratories Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NEWGEN.NS,Newgen Software Technologies Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NEXTMEDIA.NS,Next Mediaworks Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NFL.NS,National Fertilizers Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NGIL.NS,Nakoda Group of Industries Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NGLFINE.NS,NGL Fine-Chem Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NH.NS,Narayana Hrudayalaya Ltd.,NSE,True,True,full,False,FULL,2026-01-27 19:47
NHPC.NS,NHPC Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NIACL.NS,The New India Assurance Company Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NIBE.NS,NIBE Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NIBL.NS,NRB Industrial Bearings Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NIITLTD.NS,NIIT Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NIITMTS.NS,NIIT Learning Systems Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NILAINFRA.NS,Nila Infrastructures Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NILASPACES.NS,Nila Spaces Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NILKAMAL.NS,Nilkamal Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NINSYS.NS,NINtec Systems Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NIPPOBATRY.NS,Indo-National Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NIRAJ.NS,Niraj Cement Structurals Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NIRAJISPAT.NS,Niraj Ispat Industries Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NITCO.NS,Nitco Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NITINSPIN.NS,Nitin Spinners Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NITIRAJ.NS,Nitiraj Engineers Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NIVABUPA.NS,Niva Bupa Health Insurance Company Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NKIND.NS,NK Industries Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NLCINDIA.NS,NLC India Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NMDC.NS,NMDC Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NOCIL.NS,NOCIL Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NOIDATOLL.NS,Noida Toll Bridge Company Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NORBTEAEXP.NS,Norben Tea & Exports Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NORTHARC.NS,Northern Arc Capital Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NOVAAGRI.NS,Nova Agritech Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NPST.NS,Network People Services Technologies Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NRAIL.NS,N R Agarwal Industries Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NRBBEARING.NS,NRB Bearing Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NRL.NS,Nupur Recyclers Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NSIL.NS,Nalwa Sons Investments Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NSLNISP.NS,NMDC Steel Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NTPC.NS,NTPC Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NTPCGREEN.NS,NTPC Green Energy Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NUCLEUS.NS,Nucleus Software Exports Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NURECA.NS,Nureca Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NUVAMA.NS,Nuvama Wealth Management Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NUVOCO.NS,Nuvoco Vistas Corporation Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
NYKAA.NS,FSN E-Commerce Ventures Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
OAL.NS,Oriental Aromatics Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
OBCL.NS,Orissa Bengal Carrier Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
OBEROIRLTY.NS,Oberoi Realty Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
OCCLLTD.NS,OCCL Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
ODIGMA.NS,Odigma Consultancy Solutions Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
OFSS.NS,Oracle Financial Services Software Limited,NSE,True,True,full,False,FULL,2026-01-27 19:47
